sap_id,streetlight_model,streetlight_type,streetlight_wattage,streetlight_voltage,lng,lat,location_description,N
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.133456,32.94157211,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.131675,32.94149077,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0967371,32.69570919,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0804191,32.92929325,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0803011,32.92845927,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0799483,32.92846317,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0799215,32.92847555,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0799188,32.92846205,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.079832,32.92711284,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.079792,32.92713635,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.07979,32.92711452,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.079738,32.92711116,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0395614,32.92120944,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0392639,32.92107297,NA,3
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0391998,32.92238413,NA,2
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.0388126,32.9211929,NA,2
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.1115846,32.74473578,NA,6
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.1115762,32.74494856,NA,4
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.111408,32.74511376,NA,4
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.1113759,32.74433976,NA,6
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.111143,32.74511444,NA,6
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.1110381,32.74443707,NA,4
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.1108135,32.7446396,NA,4
NA,BALLPARK LIGHTIING,UNKNOWN,NA,NA,-117.1106627,32.74491801,NA,6
NA,BASKETBALL COURT,NA,NA,NA,-117.1680243,32.92136176,NA,2
NA,COBRA,HPS,NA,NA,-117.1729244,32.71636385,NA,2
NA,COBRA,HPS,NA,NA,-117.1728173,32.7175594,NA,2
NA,COBRA,HPS,NA,NA,-117.1728076,32.71719091,NA,2
NA,COBRA,HPS,NA,NA,-117.1552756,32.96397761,NA,2
NA,COBRA,LPS,NA,NA,-117.158461,32.74888796,NA,2
NA,COBRA,LPS,NA,NA,-117.1263894,33.02186533,NA,2
NA,COBRA,LPS,NA,NA,-117.0952613,32.9778593,NA,2
NA,COBRA,LPS,NA,NA,-117.0626683,32.7580607,NA,2
NA,COBRA,LPS,NA,NA,-117.0617952,32.7561147,NA,2
NA,COBRA,LPS,NA,NA,-117.0613562,32.99784557,NA,2
NA,COBRA DOUBLE HEAD,IND,85,240,-117.2016013,32.82986776,NA,2
NA,FLoodLight,LED,NA,NA,-117.072829,32.73447398,NA,2
NA,GATEWAY,NA,NA,NA,-117.1718427,32.71996812,NA,2
NA,GATEWAY,NA,NA,NA,-117.171824,32.71997487,NA,2
NA,POSTTOP,NA,NA,NA,-117.1932253,32.96188693,NA,2
NA,POSTTOP,NA,NA,NA,-117.1922621,32.9630999,NA,2
NA,POSTTOP,NA,NA,NA,-117.1919347,32.96206916,NA,2
NA,POSTTOP,NA,NA,NA,-117.1898297,32.96436201,NA,2
NA,POSTTOP,NA,NA,NA,-117.1848399,32.96650935,NA,2
NA,POSTTOP,NA,NA,NA,-117.1817316,32.97036953,NA,2
NA,POSTTOP,NA,NA,NA,-117.181645,32.96955273,NA,2
NA,POSTTOP,NA,NA,NA,-117.1809816,32.9677981,NA,2
NA,POSTTOP,NA,NA,NA,-117.1802387,32.96857256,NA,2
NA,POSTTOP,NA,NA,NA,-117.1801955,32.96800987,NA,2
NA,POSTTOP,NA,NA,NA,-117.1673163,32.7232036,NA,2
NA,POSTTOP,NA,NA,NA,-117.137645,33.01994918,NA,2
NA,POSTTOP,NA,NA,NA,-117.1187066,32.80275863,NA,2
NA,POSTTOP,NA,NA,NA,-117.0635072,32.75828421,NA,2
NA,POSTTOP,HPS,NA,NA,-117.1493442,32.73290535,NA,2
NA,POSTTOP,HPS,NA,NA,-117.1493198,32.73266888,NA,2
NA,POSTTOP,HPS,NA,NA,-117.1491357,32.73268283,NA,2
NA,POSTTOP,LPS,NA,NA,-117.1881887,32.75742482,NA,2
NA,SHOEBOX,NA,NA,NA,-117.2264679,32.95137765,NA,2
NA,SHOEBOX,NA,NA,NA,-117.1344546,32.94207407,NA,2
NA,SHOEBOX,NA,NA,NA,-117.1318372,32.94256403,NA,2
NA,SHOEBOX,NA,NA,NA,-117.1305797,32.92323718,NA,2
NA,SHOEBOX,NA,NA,NA,-117.1297661,32.92255769,NA,2
NA,SHOEBOX,NA,NA,NA,-117.1295646,32.92253122,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0962431,32.93299774,NA,2
NA,SHOEBOX,NA,NA,NA,-117.096125,32.92897289,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0959024,32.92852263,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0958409,32.93291278,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0927282,32.93505129,NA,2
NA,SHOEBOX,NA,NA,NA,-117.092456,32.9348712,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0883669,32.92538722,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0830137,32.73239015,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0399928,32.92202383,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0398226,32.92154987,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0395453,32.92101919,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0209333,32.92492018,NA,2
NA,SHOEBOX,NA,NA,NA,-117.020161,32.92383801,NA,2
NA,SHOEBOX,NA,NA,NA,-117.0197757,32.92403736,NA,2
NA,SHOEBOX,HPS,NA,NA,-117.1970079,32.83235184,NA,4
NA,SHOEBOX,LED,NA,NA,-117.0734757,32.73297021,NA,2
NA,SHOEBOX,LED,NA,NA,-117.0734423,32.73509967,NA,2
NA,SHOEBOX,LED,NA,NA,-117.0733983,32.73358276,NA,2
NA,SHOEBOX,LED,NA,NA,-117.0731864,32.73544978,NA,2
NA,SHOEBOX,LED,NA,NA,-117.0725913,32.73525214,NA,2
NA,SHOEBOX,LED,NA,NA,-117.0717564,32.7353554,NA,2
NA,SHOEBOX,LPS,NA,NA,-117.1728426,32.72074337,NA,2
NA,SHOEBOX,LPS,NA,NA,-117.0732456,32.73209617,NA,2
NA,SHOEBOX,LPS,NA,NA,-117.0729722,32.73251744,NA,2
NA,SHOEBOX,LPS,NA,NA,-117.0729699,32.73249861,NA,2
NA,TEARDROP,NA,NA,NA,-117.1564009,32.70587147,NA,2
NA,TEARDROP,NA,NA,NA,-117.1563824,32.7058914,NA,2
NA,NA,NA,NA,NA,-117.2172501,32.73400373,NA,1
NA,NA,NA,NA,NA,-117.2022936,32.75704733,NA,1
NA,NA,NA,NA,NA,-117.1648367,32.8380827,NA,1
NA,NA,NA,NA,NA,-117.1647522,32.83824834,NA,1
NA,NA,NA,NA,NA,-117.1568638,32.70722461,NA,1
NA,NA,NA,NA,NA,-117.1297454,33.01637279,NA,1
NA,NA,NA,NA,NA,-117.1228894,32.78463876,NA,1
NA,NA,NA,NA,NA,-117.1163273,32.78238623,NA,1
NA,NA,NA,NA,NA,-116.9536003,32.82761869,NA,1
NA,NA,NA,NA,NA,-116.9535645,32.82763771,NA,1
NA,NA,NA,NA,NA,-116.9535079,32.8279436,NA,1
NA,NA,HPS,NA,NA,-117.1708282,32.8274708,NA,1
NA,NA,HPS,NA,NA,-117.1480425,32.73275169,NA,1
NA,NA,HPS,100,NA,-117.1200622,32.77038424,NA,1
NA,NA,HPS,150,NA,-117.1159117,32.7661869,NA,1
NA,NA,LED,NA,NA,-117.0951648,32.77182241,NA,1
NA,NA,LED,81,NA,-117.354911,33.1612491,NA,1
NA,NA,LED,81,NA,-117.3548257,33.16626065,NA,1
NA,NA,LED,81,NA,-117.3546546,33.16089836,NA,1
NA,NA,LED,81,NA,-117.3546177,33.16574906,NA,1
NA,NA,LED,81,NA,-117.354603,33.16575323,NA,1
NA,NA,LED,81,NA,-117.3545843,33.16632801,NA,1
NA,NA,LED,81,NA,-117.3544475,33.16577119,NA,1
NA,NA,LED,81,NA,-117.3544015,33.16060672,NA,1
NA,NA,LED,81,NA,-117.354377,33.16585948,NA,1
NA,NA,LED,81,NA,-117.3542812,33.16594407,NA,1
NA,NA,LED,81,NA,-117.3539376,33.16078793,NA,1
NA,NA,LED,81,NA,-117.3535514,33.16101696,NA,1
NA,NA,LED,81,NA,-117.3524882,33.15746367,NA,1
NA,NA,LED,81,NA,-117.3523379,33.15755012,NA,1
NA,NA,LED,81,NA,-117.3522575,33.15740529,NA,1
NA,NA,LED,81,NA,-117.3522109,33.15762997,NA,1
NA,NA,LED,81,NA,-117.3521086,33.15748276,NA,1
NA,NA,LED,81,NA,-117.3518964,33.15908972,NA,1
NA,NA,LED,81,NA,-117.351847,33.15783908,NA,1
NA,NA,LED,81,NA,-117.3517489,33.15891346,NA,1
NA,NA,LED,81,NA,-117.351693,33.1592476,NA,1
NA,NA,LED,81,NA,-117.3516887,33.15793675,NA,1
NA,NA,LED,81,NA,-117.3516242,33.1588068,NA,1
NA,NA,LED,81,NA,-117.3515723,33.15910614,NA,1
NA,NA,LED,81,NA,-117.3515358,33.15800973,NA,1
NA,NA,LED,81,NA,-117.3515182,33.15867341,NA,1
NA,NA,LED,81,NA,-117.3514636,33.15898601,NA,1
NA,NA,LED,81,NA,-117.3513989,33.15852072,NA,1
NA,NA,LED,81,NA,-117.3513856,33.15811078,NA,1
NA,NA,LED,81,NA,-117.3513644,33.15886925,NA,1
NA,NA,LED,81,NA,-117.3512996,33.15838038,NA,1
NA,NA,LED,81,NA,-117.3512853,33.15874575,NA,1
NA,NA,LED,81,NA,-117.351217,33.15825096,NA,1
NA,NA,LED,81,NA,-117.3511073,33.15857139,NA,1
NA,NA,LED,81,NA,-117.3510193,33.15845218,NA,1
NA,NA,LED,81,NA,-117.3508402,33.15845461,NA,1
NA,NA,LED,81,NA,-117.3506176,33.1585781,NA,1
NA,NA,LED,81,NA,-117.3505557,33.15835938,NA,1
NA,NA,LED,81,NA,-117.3504674,33.15868589,NA,1
NA,NA,LED,81,NA,-117.3504055,33.15842899,NA,1
NA,NA,LED,81,NA,-117.3503011,33.15875998,NA,1
NA,NA,LED,81,NA,-117.3501547,33.15858055,NA,1
NA,NA,LED,81,NA,-117.3501429,33.15884756,NA,1
NA,NA,LED,81,NA,-117.3500125,33.15867149,NA,1
NA,NA,LED,81,NA,-117.3500007,33.15895085,NA,1
NA,NA,LED,81,NA,-117.349857,33.15875682,NA,1
NA,NA,LED,81,NA,-117.3498264,33.15903393,NA,1
NA,NA,LED,81,NA,-117.3496907,33.15886011,NA,1
NA,NA,LED,81,NA,-117.3496466,33.15913048,NA,1
NA,NA,LED,81,NA,-117.3495101,33.15921583,NA,1
NA,NA,LED,81,NA,-117.3494895,33.15899708,NA,1
NA,NA,LED,81,NA,-117.3494673,33.16035205,NA,1
NA,NA,LED,81,NA,-117.3494434,33.16088904,NA,1
NA,NA,LED,81,NA,-117.349365,33.1592944,NA,1
NA,NA,LED,81,NA,-117.3493199,33.15909909,NA,1
NA,NA,LED,81,NA,-117.349218,33.16074789,NA,1
NA,NA,LED,81,NA,-117.3492094,33.15939095,NA,1
NA,NA,LED,81,NA,-117.349163,33.1599869,NA,1
NA,NA,LED,81,NA,-117.3490934,33.16015414,NA,1
NA,NA,LED,81,NA,-117.349053,33.1592529,NA,1
NA,NA,LED,81,NA,-117.3489665,33.1595122,NA,1
NA,NA,LED,81,NA,-117.3489265,33.16117994,NA,1
NA,NA,LED,81,NA,-117.3488816,33.16098407,NA,1
NA,NA,LED,81,NA,-117.3488559,33.15934945,NA,1
NA,NA,LED,81,NA,-117.3488427,33.15986142,NA,1
NA,NA,LED,81,NA,-117.3485029,33.15919609,NA,1
NA,NA,LED,81,NA,-117.3484596,33.15979737,NA,1
NA,NA,LED,81,NA,-117.3483739,33.15930627,NA,1
NA,NA,LED,81,NA,-117.3483553,33.15964595,NA,1
NA,NA,LED,81,NA,-117.348296,33.15991862,NA,1
NA,NA,LED,81,NA,-117.3482712,33.15890965,NA,1
NA,NA,LED,81,NA,-117.3481994,33.15996128,NA,1
NA,NA,LED,81,NA,-117.3481555,33.15975036,NA,1
NA,NA,LED,81,NA,-117.3480831,33.15980201,NA,1
NA,NA,LED,81,NA,-117.3480304,33.16003763,NA,1
NA,NA,LED,81,NA,-117.3479949,33.15883473,NA,1
NA,NA,LED,81,NA,-117.3478752,33.15991877,NA,1
NA,NA,LED,81,NA,-117.3474538,33.16040363,NA,1
NA,NA,LED,81,NA,-117.3473253,33.16023762,NA,1
NA,NA,LED,81,NA,-117.3473062,33.16050018,NA,1
NA,NA,LED,81,NA,-117.3471936,33.16057203,NA,1
NA,NA,LED,81,NA,-117.3471268,33.16033304,NA,1
NA,NA,LED,81,NA,-117.3470316,33.16038132,NA,1
NA,NA,LED,81,NA,-117.3470058,33.16067083,NA,1
NA,NA,LED,81,NA,-117.346868,33.1604891,NA,1
NA,NA,LED,81,NA,-117.3464452,33.16098294,NA,1
NA,NA,LED,81,NA,-117.3462927,33.16082703,NA,1
NA,NA,LED,81,NA,-117.3462655,33.16110194,NA,1
NA,NA,LED,81,NA,-117.3461904,33.16116257,NA,1
NA,NA,LED,81,NA,-117.346125,33.16091348,NA,1
NA,NA,LED,81,NA,-117.3460043,33.16101564,NA,1
NA,NA,LED,81,NA,-117.346,33.16127483,NA,1
NA,NA,LED,81,NA,-117.3458541,33.16111444,NA,1
NA,NA,LED,81,NA,-117.3454072,33.16160715,NA,1
NA,NA,LED,81,NA,-117.3453271,33.16141083,NA,1
NA,NA,LED,81,NA,-117.3452463,33.16169472,NA,1
NA,NA,LED,81,NA,-117.3451286,33.16151524,NA,1
NA,NA,LED,81,NA,-117.3450186,33.16157474,NA,1
NA,NA,LED,81,NA,-117.344939,33.16187659,NA,1
NA,NA,LED,81,NA,-117.3448537,33.16167129,NA,1
NA,NA,LED,81,NA,-117.3444052,33.16219768,NA,1
NA,NA,LED,81,NA,-117.3442622,33.16202044,NA,1
NA,NA,LED,81,NA,-117.344255,33.16230096,NA,1
NA,NA,LED,81,NA,-117.3440431,33.16241323,NA,1
NA,NA,LED,81,NA,-117.3439498,33.16221354,NA,1
NA,NA,LED,81,NA,-117.3438098,33.16252999,NA,1
NA,NA,LED,81,NA,-117.3437459,33.16232132,NA,1
NA,NA,LED,81,NA,-117.3435582,33.16240421,NA,1
NA,NA,LED,81,NA,-117.3435496,33.16269614,NA,1
NA,NA,LED,81,NA,-117.3432385,33.16287128,NA,1
NA,NA,LED,81,NA,-117.3431569,33.16267924,NA,1
NA,NA,LED,81,NA,-117.342999,33.16277219,NA,1
NA,NA,LED,81,NA,-117.1608971,32.71065426,NA,1
NA,NA,LED,81,NA,-117.1607872,32.71055722,NA,1
NA,NA,LED,81,NA,-117.1572607,32.7072438,NA,1
NA,NA,LED,81,NA,-116.9823977,32.85228161,NA,1
NA,NA,LPS,NA,NA,-117.2383436,32.87155584,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732135,32.83504719,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732128,32.83504266,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732118,32.83504055,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732103,32.83504485,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732096,32.83504246,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732087,32.8350331,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732076,32.83503951,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732071,32.83503114,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2732061,32.83503577,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2730862,32.83461333,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2730706,32.83460382,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2461759,32.74403451,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2461685,32.74405086,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2460089,32.74390648,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2460036,32.74392114,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2458225,32.74391775,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2458144,32.74393354,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2457085,32.7440971,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2457058,32.74411289,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2447721,32.80063185,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2447199,32.80049157,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2447059,32.80045249,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2446991,32.80032095,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2446909,32.80027826,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2445575,32.80019772,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2445173,32.80020786,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2443228,32.80027663,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2442866,32.80028114,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2440908,32.80032172,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2440506,32.80032736,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2416937,32.75426242,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2416924,32.75424325,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2416749,32.75423535,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2416736,32.75425678,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2416535,32.75424325,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2411653,32.75392599,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2411634,32.75389777,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2411392,32.75388209,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2411131,32.75389306,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.241039,32.75319541,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2410283,32.75317172,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2410189,32.75321233,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2409966,32.75320517,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2409826,32.75379103,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2409639,32.75377064,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.240936,32.75377378,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2408981,32.75334165,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2408887,32.75336082,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2408605,32.75335857,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2407951,32.75366389,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2407653,32.75349335,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2407597,32.75365292,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2407467,32.75351024,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339621,32.94763882,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339527,32.94764782,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.233952,32.94762756,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339379,32.94765682,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339346,32.94763769,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339319,32.94762273,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339245,32.94766583,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339171,32.94764782,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339118,32.94763286,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339111,32.94767258,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2339024,32.94765649,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2338006,32.94706468,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337952,32.94705005,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337864,32.94706336,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337541,32.9480806,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337384,32.94809166,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337367,32.94807272,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.233729,32.94810291,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337233,32.94808173,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337143,32.94811079,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337112,32.94806822,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337099,32.9480941,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2337009,32.9481198,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2336978,32.94808285,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2336965,32.94810536,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2336474,32.72231575,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2336233,32.72231575,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2334926,32.94693128,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2334878,32.94694603,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2334757,32.94693584,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2333691,32.72220866,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2333245,32.72142053,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2331138,32.72206871,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2330927,32.72174227,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2330679,32.72190659,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2330585,32.72192465,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2329607,32.94820251,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2329486,32.94819238,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2329433,32.94820251,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2329337,32.9472177,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.232923,32.94723121,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2329176,32.94720532,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2329109,32.94724134,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2329015,32.94721883,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328988,32.94725372,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328935,32.94722783,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328876,32.94737034,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328868,32.94724246,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328793,32.94735874,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328741,32.94738051,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328659,32.94736324,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328647,32.94738839,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328592,32.94737224,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.232854,32.94740077,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2328431,32.94738687,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2326537,32.94800202,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2326469,32.94801553,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2326443,32.94799752,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2229651,32.9191573,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2229585,32.91916236,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2229573,32.91915778,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2229555,32.91916622,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2229519,32.91916027,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.222949,32.91916399,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2228398,32.91888511,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2228383,32.91889215,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2228329,32.91888766,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2228287,32.91888546,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2228241,32.91887842,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227653,32.91835241,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227621,32.91834946,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.222762,32.91835445,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227618,32.91789515,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227615,32.91789273,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227609,32.91835235,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227599,32.91864501,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227596,32.91864092,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227595,32.91789784,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227593,32.91808929,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227593,32.91864839,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227577,32.91789499,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227571,32.91808792,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.222757,32.91809004,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.222757,32.91809205,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227568,32.91864456,NA,1
NA,BALLPARK LIGHTIING,NA,NA,NA,-117.2227565,32.91835108,NA,1
