sap_id,streetlight_model,streetlight_type,streetlight_wattage,streetlight_voltage,lng,lat,location_description,N
NA,BASKETBALL COURT,NA,NA,NA,-117.1701203,32.79254569,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1680257,32.92152161,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1680257,32.92153529,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1680243,32.92134825,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1680136,32.92153175,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1680123,32.92135388,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1678111,32.92152499,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.167799,32.92151711,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1677977,32.92153304,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1677964,32.92135951,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1677843,32.92137076,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1677829,32.92135726,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1652741,32.80243439,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1652731,32.80243631,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1649148,32.80225098,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1649096,32.80225195,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1400133,32.91484216,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1399285,32.91492204,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1397249,32.91464471,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1396387,32.91472379,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1370548,32.72095633,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1370441,32.72096762,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1368772,32.72100781,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1367646,32.72101124,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.136608,32.72101709,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1334028,32.80590991,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1333949,32.80589881,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1330484,32.80591106,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1330461,32.80589483,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.108626,32.73212934,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1086129,32.73196864,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1083944,32.73213664,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1083785,32.73199177,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1076511,32.70031089,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1076403,32.70027591,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1073238,32.70031428,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1073212,32.70029396,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1073037,32.70028719,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1073037,32.70032105,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1060495,32.6934589,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.106034,32.69346326,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.1058778,32.69355559,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0968047,32.69414164,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0967487,32.69425051,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0966808,32.6943748,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0966267,32.69447837,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0966147,32.69408536,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0965618,32.6941871,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0965048,32.69430186,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0964482,32.69440475,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0885442,32.83005049,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0885186,32.82994568,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.088479,32.82985561,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0882393,32.83014894,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0881892,32.83004849,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0881542,32.82996595,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0816912,32.9291777,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.08147,32.92944222,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0732065,32.72171948,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0730238,32.72180147,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0662831,32.92435991,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0662576,32.92436103,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0662415,32.92436441,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0662146,32.92435824,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0661892,32.92436162,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617589,32.69996706,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617548,32.69972016,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617466,32.69973255,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617393,32.69945851,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617352,32.69946546,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617334,32.69973687,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617293,32.69995242,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617254,32.69970935,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617251,32.6994657,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617245,32.69994531,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0617242,32.69972652,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0211004,32.79830047,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0210983,32.79829421,NA,1
NA,BASKETBALL COURT,NA,NA,NA,-117.0207407,32.79830134,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.2779554,32.84301447,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.2777749,32.84305133,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.2775946,32.84309261,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.2492989,32.78390284,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.2154732,32.82059881,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1996461,32.80632501,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1996447,32.80645577,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1971887,32.83220222,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1969816,32.83217301,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1712216,32.82706147,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1708805,32.82706181,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1702153,32.7924528,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1701142,32.79254011,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1652745,32.80243632,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1435116,32.70128546,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1433889,32.70115223,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1432509,32.70105527,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1399255,32.91492693,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1397302,32.9146387,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1396432,32.91472075,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1370428,32.72094956,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1368611,32.72101463,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1367482,32.72101213,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1365888,32.72101089,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1364124,32.72100703,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1334025,32.80591893,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.107647,32.70029396,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.1073051,32.70030525,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.09681,32.69413744,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.096751,32.69424525,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.096686,32.69437295,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0966289,32.69447511,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0966189,32.69407739,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.096565,32.6941809,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0964984,32.69430591,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0964429,32.69440673,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0881916,32.83005478,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0816798,32.92919174,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0814629,32.92945772,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0813186,32.7960697,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0811353,32.79606799,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0731995,32.72170777,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0730081,32.72178829,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0617373,32.69972062,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0617281,32.69945781,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0576628,32.7151663,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.052378,32.66790969,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0522761,32.66779114,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0522115,32.66800859,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.052119,32.66789908,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0508542,32.68575731,NA,1
NA,BASKETBALL COURT,NA,0,NA,-117.0207396,32.79828951,NA,1
NA,BASKETBALL COURT,NA,0,120,-117.1400157,32.9148378,NA,1
NA,BASKETBALL COURT,HPS,NA,NA,-117.0765863,33.04880721,NA,1
NA,BASKETBALL COURT,HPS,NA,NA,-117.0765705,33.04879984,NA,1
NA,BASKETBALL COURT,HPS,NA,NA,-117.0763701,33.0491078,NA,1
NA,BASKETBALL COURT,HPS,NA,NA,-117.0763543,33.04910043,NA,1
NA,BASKETBALL COURT,LPS,NA,NA,-117.0765494,33.04879248,NA,1
NA,BASKETBALL COURT,LPS,NA,NA,-117.0765318,33.04878806,NA,1
NA,BASKETBALL COURT,LPS,NA,NA,-117.076407,33.04912548,NA,1
NA,BASKETBALL COURT,LPS,NA,NA,-117.0763877,33.04911517,NA,1
NA,BOLLARD,NA,NA,NA,-117.2573661,32.79775063,NA,1
NA,BOLLARD,NA,NA,NA,-117.2572176,32.79737132,NA,1
NA,BOLLARD,NA,NA,NA,-117.2571233,32.79750763,NA,1
NA,BOLLARD,NA,NA,NA,-117.2527109,32.78798478,NA,1
NA,BOLLARD,NA,NA,NA,-117.2514599,32.78045927,NA,1
NA,BOLLARD,NA,NA,NA,-117.2497239,32.7732009,NA,1
NA,BOLLARD,NA,NA,NA,-117.2495674,32.77248312,NA,1
NA,BOLLARD,NA,NA,NA,-117.2471809,32.76020165,NA,1
NA,BOLLARD,NA,NA,NA,-117.2467889,32.76025761,NA,1
NA,BOLLARD,NA,NA,NA,-117.2467348,32.76034835,NA,1
NA,BOLLARD,NA,NA,NA,-117.2465968,32.76033422,NA,1
NA,BOLLARD,NA,NA,NA,-117.2462758,32.76015767,NA,1
NA,BOLLARD,NA,NA,NA,-117.2462464,32.76156275,NA,1
NA,BOLLARD,NA,NA,NA,-117.2460403,32.76055033,NA,1
NA,BOLLARD,NA,NA,NA,-117.2459417,32.7603464,NA,1
NA,BOLLARD,NA,NA,NA,-117.2458808,32.76134992,NA,1
NA,BOLLARD,NA,NA,NA,-117.2457311,32.76084839,NA,1
NA,BOLLARD,NA,NA,NA,-117.2456379,32.76061308,NA,1
NA,BOLLARD,NA,NA,NA,-117.2454273,32.76089993,NA,1
NA,BOLLARD,NA,NA,NA,-117.2453299,32.76161908,NA,1
NA,BOLLARD,NA,NA,NA,-117.2452998,32.76136337,NA,1
NA,BOLLARD,NA,NA,NA,-117.2449357,32.79212136,NA,1
NA,BOLLARD,NA,NA,NA,-117.2448736,32.79213676,NA,1
NA,BOLLARD,NA,NA,NA,-117.2447681,32.79215969,NA,1
NA,BOLLARD,NA,NA,NA,-117.2447037,32.79217548,NA,1
NA,BOLLARD,NA,NA,NA,-117.2445857,32.79219461,NA,1
NA,BOLLARD,NA,NA,NA,-117.2445361,32.79220476,NA,1
NA,BOLLARD,NA,NA,NA,-117.2184081,32.76416575,NA,1
NA,BOLLARD,NA,NA,NA,-117.218396,32.76411838,NA,1
NA,BOLLARD,NA,NA,NA,-117.2126059,32.76545274,NA,1
NA,BOLLARD,NA,NA,NA,-117.2124784,32.76550711,NA,1
NA,BOLLARD,NA,NA,NA,-117.2123133,32.76559208,NA,1
NA,BOLLARD,NA,NA,NA,-117.2118466,32.76583737,NA,1
NA,BOLLARD,NA,NA,NA,-117.2117552,32.7658686,NA,1
NA,BOLLARD,NA,NA,NA,-117.2116463,32.76592307,NA,1
NA,BOLLARD,NA,NA,NA,-117.2115268,32.76598217,NA,1
NA,BOLLARD,NA,NA,NA,-117.2114495,32.76605604,NA,1
NA,BOLLARD,NA,NA,NA,-117.211077,32.76626585,NA,1
NA,BOLLARD,NA,NA,NA,-117.2108556,32.76644611,NA,1
NA,BOLLARD,NA,NA,NA,-117.2107783,32.76646975,NA,1
NA,BOLLARD,NA,NA,NA,-117.210708,32.7665318,NA,1
NA,BOLLARD,NA,NA,NA,-117.2106728,32.7665909,NA,1
NA,BOLLARD,NA,NA,NA,-117.2105604,32.76667069,NA,1
NA,BOLLARD,NA,NA,NA,-117.210469,32.76674752,NA,1
NA,BOLLARD,NA,NA,NA,-117.2103601,32.76688345,NA,1
NA,BOLLARD,NA,NA,NA,-117.2102938,32.76693039,NA,1
NA,BOLLARD,NA,NA,NA,-117.2102476,32.76700756,NA,1
NA,BOLLARD,NA,NA,NA,-117.2101431,32.76710444,NA,1
NA,BOLLARD,NA,NA,NA,-117.2100163,32.76729452,NA,1
NA,BOLLARD,NA,NA,NA,-117.2099329,32.76741342,NA,1
NA,BOLLARD,NA,NA,NA,-117.2098024,32.76756122,NA,1
NA,BOLLARD,NA,NA,NA,-117.2097368,32.7677403,NA,1
NA,BOLLARD,NA,NA,NA,-117.2096892,32.7678642,NA,1
NA,BOLLARD,NA,NA,NA,-117.1609006,32.99472744,NA,1
NA,BOLLARD,NA,NA,NA,-117.1608644,32.99475668,NA,1
NA,BOLLARD,NA,NA,NA,-117.1608537,32.99486241,NA,1
NA,BOLLARD,NA,NA,NA,-117.1608389,32.99481405,NA,1
NA,BOLLARD,NA,NA,NA,-117.1090638,32.75539758,NA,1
NA,BOLLARD,NA,NA,NA,-117.1090061,32.75539871,NA,1
NA,BOLLARD,NA,NA,NA,-117.1089431,32.75539758,NA,1
NA,BOLLARD,NA,NA,NA,-117.1086843,32.75539668,NA,1
NA,BOLLARD,NA,NA,NA,-117.1086231,32.75539531,NA,1
NA,BOLLARD,NA,NA,NA,-117.1085614,32.75539531,NA,1
NA,BOLLARD,NA,0,NA,-117.2462263,32.76183259,NA,1
NA,BOLLARD,NA,0,NA,-117.2461876,32.76127168,NA,1
NA,BOLLARD,NA,0,NA,-117.2457973,32.7619536,NA,1
NA,BOLLARD,NA,0,NA,-117.2454855,32.76188637,NA,1
NA,BOLLARD,NA,0,NA,-117.2187333,32.76417482,NA,1
NA,BOLLARD,NA,0,NA,-117.21872,32.76396021,NA,1
NA,BOLLARD,NA,0,NA,-117.2119052,32.77908439,NA,1
NA,BOLLARD,HPS,NA,NA,-117.2502444,32.76563395,NA,1
NA,BOLLARD,HPS,NA,NA,-117.2477438,32.76039535,NA,1
NA,BOLLARD,HPS,250,240,-117.2480297,32.76024084,NA,1
NA,BOLLARD,HPS,250,240,-117.2473388,32.76037843,NA,1
NA,BOLLARD,HPS,250,240,-117.2471034,32.76049459,NA,1
NA,BOLLARD,HPS,250,240,-117.2463269,32.76101747,NA,1
NA,BOLLARD,OTHER,NA,NA,-117.2110857,32.77735558,NA,1
NA,BOLLARD,OTHER,NA,NA,-117.2110656,32.77732288,NA,1
NA,BOLLARD,OTHER,NA,NA,-117.2110253,32.77724621,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2122517,32.7808565,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2122486,32.78089706,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2122404,32.77987555,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2122277,32.78093327,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2122031,32.78096199,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2121667,32.78098904,NA,1
NA,BOLLARD,OTHER,0,NA,-117.212136,32.78100906,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2120936,32.78102741,NA,1
NA,BOLLARD,OTHER,0,NA,-117.21205,32.78103752,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2120084,32.78103752,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2119642,32.78102963,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2119293,32.78102174,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2118944,32.78101046,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2118555,32.78100032,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2118235,32.78098548,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2117866,32.78096859,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2117509,32.78095972,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2117128,32.78095117,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2116733,32.78095711,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2116375,32.78096918,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2116115,32.78099017,NA,1
NA,BOLLARD,OTHER,0,NA,-117.2115967,32.78101385,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2114782,32.77816212,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2114665,32.77801587,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2114587,32.77821471,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2114333,32.77834124,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2113844,32.77787783,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2112945,32.77772665,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2112163,32.77758862,NA,1
NA,BOLLARD,UNKNOWN,NA,NA,-117.2111342,32.77744401,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2122726,32.78034409,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2122659,32.78049969,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2122621,32.78066722,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2122619,32.78004693,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2122496,32.78082498,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2122136,32.77970303,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2121519,32.77958351,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2120714,32.77946286,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.211992,32.7793383,NA,1
NA,BOLLARD,UNKNOWN,0,NA,-117.2119493,32.77921444,NA,1
NA,COBRA,NA,NA,NA,-117.2517896,32.74670914,NA,1
NA,COBRA,NA,NA,NA,-117.2508703,32.74737441,NA,1
NA,COBRA,NA,NA,NA,-117.2459387,32.74561215,NA,1
NA,COBRA,NA,NA,NA,-117.1984053,32.80636767,NA,1
NA,COBRA,NA,NA,NA,-117.1934666,32.74484078,NA,1
NA,COBRA,NA,NA,NA,-117.1709559,32.72583935,NA,1
NA,COBRA,NA,NA,NA,-117.1701205,32.83370732,NA,1
NA,COBRA,NA,NA,NA,-117.1700239,32.83340983,NA,1
NA,COBRA,NA,NA,NA,-117.1693453,32.83355407,NA,1
NA,COBRA,NA,NA,NA,-117.16923,32.83324756,NA,1
NA,COBRA,NA,NA,NA,-117.1689725,32.8334797,NA,1
NA,COBRA,NA,NA,NA,-117.1688867,32.8331777,NA,1
NA,COBRA,NA,NA,NA,-117.1653209,32.72204033,NA,1
NA,COBRA,NA,NA,NA,-117.1570569,32.7074063,NA,1
NA,COBRA,NA,NA,NA,-117.1544967,32.80215227,NA,1
NA,COBRA,NA,NA,NA,-117.1518463,32.7265619,NA,1
NA,COBRA,NA,NA,NA,-117.1517158,32.72575841,NA,1
NA,COBRA,NA,NA,NA,-117.149944,32.73266455,NA,1
NA,COBRA,NA,NA,NA,-117.1292869,32.71979125,NA,1
NA,COBRA,NA,NA,NA,-117.1187658,33.01633423,NA,1
NA,COBRA,NA,NA,NA,-117.1166935,32.78108908,NA,1
NA,COBRA,NA,NA,NA,-117.1111105,32.76270104,NA,1
NA,COBRA,NA,NA,NA,-117.1107819,32.76302447,NA,1
NA,COBRA,NA,NA,NA,-117.1097471,32.7621804,NA,1
NA,COBRA,NA,NA,NA,-117.105609,32.69326857,NA,1
NA,COBRA,NA,NA,NA,-117.1044748,32.75479131,NA,1
NA,COBRA,NA,NA,NA,-117.1039784,32.69436976,NA,1
NA,COBRA,NA,NA,NA,-117.09481,32.57639417,NA,1
NA,COBRA,NA,NA,NA,-117.0867255,32.76166927,NA,1
NA,COBRA,NA,NA,NA,-117.0574289,32.71551517,NA,1
NA,COBRA,NA,0,NA,-117.2568578,32.85781757,NA,1
NA,COBRA,NA,0,NA,-117.2234143,32.7566694,NA,1
NA,COBRA,NA,0,NA,-117.2227169,32.75653637,NA,1
NA,COBRA,NA,0,NA,-117.2176309,32.75403526,NA,1
NA,COBRA,NA,0,NA,-117.2154376,32.80988423,NA,1
NA,COBRA,NA,0,NA,-117.2111254,32.78152182,NA,1
NA,COBRA,NA,0,NA,-117.1952367,32.7457257,NA,1
NA,COBRA,NA,0,NA,-117.1944438,32.75947866,NA,1
NA,COBRA,NA,0,NA,-117.1941234,32.75942028,NA,1
NA,COBRA,NA,0,NA,-117.1697805,32.833645,NA,1
NA,COBRA,NA,0,NA,-117.1693962,32.79120616,NA,1
NA,COBRA,NA,0,NA,-117.1337875,32.71302443,NA,1
NA,COBRA,NA,0,NA,-117.1201784,32.78093164,NA,1
NA,COBRA,NA,0,NA,-117.1191522,32.78101459,NA,1
NA,COBRA,NA,0,NA,-117.1096766,32.68259813,NA,1
NA,COBRA,NA,100,NA,-117.1204884,33.01797202,NA,1
NA,COBRA,NA,100,NA,-117.1204524,33.01706109,NA,1
NA,COBRA,NA,100,NA,-117.1196684,33.01086727,NA,1
NA,COBRA,NA,100,NA,-117.1047756,32.76286303,NA,1
NA,COBRA,NA,130,120,-117.2711051,32.83281971,NA,1
NA,COBRA,NA,150,NA,-117.1084564,32.76280099,NA,1
NA,COBRA,NA,200,NA,-117.1271583,32.71550635,NA,1
NA,COBRA,NA,200,NA,-117.0422429,32.55190332,NA,1
NA,COBRA,NA,200,NA,-117.0415529,32.55211574,NA,1
NA,COBRA,NA,250,NA,-117.2093832,32.793196880000004,NA,1
NA,COBRA,NA,250,NA,-117.2092879,32.79345443,NA,1
NA,COBRA,NA,250,NA,-117.2090118,32.79306183,NA,1
NA,COBRA,NA,250,NA,-117.1220799,33.01090722,NA,1
NA,COBRA,NA,250,NA,-117.1215293,33.01087123,NA,1
NA,COBRA,NA,250,NA,-117.1214675,33.01106577,NA,1
NA,COBRA,NA,250,NA,-117.1209339,33.01074527,NA,1
NA,COBRA,NA,250,NA,-117.1209138,33.01094263,NA,1
NA,COBRA,NA,250,NA,-117.1204484,33.01064856,NA,1
NA,COBRA,NA,250,NA,-117.1203881,33.01087741,NA,1
NA,COBRA,NA,250,NA,-117.1200943,33.01053834,NA,1
NA,COBRA,NA,250,NA,-117.1199589,33.01077394,NA,1
NA,COBRA,NA,250,NA,-117.11962750000001,33.01043378,NA,1
NA,COBRA,NA,250,NA,-117.1195098,33.01068272,NA,1
NA,COBRA,NA,250,NA,-117.1190338,33.01030932,NA,1
NA,COBRA,NA,250,NA,-117.1186755,33.01043379,NA,1
NA,COBRA,NA,250,NA,-117.1183633,33.01013335,NA,1
NA,COBRA,NA,250,NA,-117.1179538,33.01003893,NA,1
NA,COBRA,NA,250,NA,-117.1177798,33.01022348,NA,1
NA,COBRA,NA,250,120,-117.2167163,32.86821354,NA,1
NA,COBRA,NA,310,NA,-117.0402052,32.55167656,NA,1
NA,COBRA,HPS,NA,NA,-117.2746853,32.84342033,NA,1
NA,COBRA,HPS,NA,NA,-117.2685715,32.8124013,NA,1
NA,COBRA,HPS,NA,NA,-117.2603744,32.80803487,NA,1
NA,COBRA,HPS,NA,NA,-117.2577661,32.79909629,NA,1
NA,COBRA,HPS,NA,NA,-117.2556083,32.73040832,NA,1
NA,COBRA,HPS,NA,NA,-117.2551405,32.79231336,NA,1
NA,COBRA,HPS,NA,NA,-117.2523697,32.72430012,NA,1
NA,COBRA,HPS,NA,NA,-117.2521327,32.72775507,NA,1
NA,COBRA,HPS,NA,NA,-117.2513945,32.74771273,NA,1
NA,COBRA,HPS,NA,NA,-117.2512837,32.85016701,NA,1
NA,COBRA,HPS,NA,NA,-117.2501988,32.74694685,NA,1
NA,COBRA,HPS,NA,NA,-117.2460818,32.72084027,NA,1
NA,COBRA,HPS,NA,NA,-117.2447555,32.77008495,NA,1
NA,COBRA,HPS,NA,NA,-117.2447346,32.80046451,NA,1
NA,COBRA,HPS,NA,NA,-117.2442987,32.80025408,NA,1
NA,COBRA,HPS,NA,NA,-117.2405292,32.93297394,NA,1
NA,COBRA,HPS,NA,NA,-117.2358007,32.77387053,NA,1
NA,COBRA,HPS,NA,NA,-117.2332815,32.74928281,NA,1
NA,COBRA,HPS,NA,NA,-117.2330902,32.74949562,NA,1
NA,COBRA,HPS,NA,NA,-117.2329971,32.94355331,NA,1
NA,COBRA,HPS,NA,NA,-117.2327375,32.80842949,NA,1
NA,COBRA,HPS,NA,NA,-117.2281205,32.76003178,NA,1
NA,COBRA,HPS,NA,NA,-117.2165085,32.81191291,NA,1
NA,COBRA,HPS,NA,NA,-117.2104852,32.77613767,NA,1
NA,COBRA,HPS,NA,NA,-117.2098929,32.77462623,NA,1
NA,COBRA,HPS,NA,NA,-117.2094055,32.77218917,NA,1
NA,COBRA,HPS,NA,NA,-117.2088644,32.74670644,NA,1
NA,COBRA,HPS,NA,NA,-117.2076125,32.77680626,NA,1
NA,COBRA,HPS,NA,NA,-117.2050272,32.75573468,NA,1
NA,COBRA,HPS,NA,NA,-117.2049853,32.75622427,NA,1
NA,COBRA,HPS,NA,NA,-117.2041993,32.75716138,NA,1
NA,COBRA,HPS,NA,NA,-117.2015877,32.74703877,NA,1
NA,COBRA,HPS,NA,NA,-117.195445,32.8687877,NA,1
