#,DistributionID,distID,00distID,address,lat,lon,day,proposed_day,proposed_region,site_type,required_flexible,comments,,,,,
199,321,321 SYS,0321 SYS,Felspar and Haines,32.80029268,-117.2429931,Thu,Thu,central 2,,,,,,,,
200,341,341 SYS,0341 SYS,1840 Quivira Way,32.75853551,-117.2408162,Thu,Thu,central 2,,,,,,,,
201,150,150 SYS,0150 SYS,62nd and Acorn Street,32.76055874,-117.0640953,Thu,Thu,central 2,,required,,,,,,
202,144,144 SYS,0144 SYS,Brookline & Date,32.72274325,-117.0913802,Thu,Thu,central 2,,,,,,,,
204,334,334 SYS,0334 SYS,6070 Division Street,32.69453904,-117.0672571,Thu,Thu,south,,,,,,,,
205,134A,134A SYS,0134A SYS,Herrick & 65th ,32.71143617,-117.0580531,Thu,Thu,south,,,,,,,,
206,171,171 SYS,0171 SYS,6541 Broadway,32.715879,-117.0570789,Thu,Thu,south,,required,,,,,,
207,285,285 SYS,0285 SYS,Jamacha Road & 68th Street,32.7106196,-117.0509291,Thu,Thu,south,,,,,,,,
208,132,132 SYS,0132 SYS,480 S. Meadowbrook Drive,32.69786389,-117.0261162,Thu,Thu,south,,,,,,,,
209,256,256 SYS,0256 SYS,1808 Sea Star Lane,32.68548284,-117.0560914,Thu,Thu,south,,,,,,,,
210,204A,204A SYS,0204A SYS,2787 Alta View Drive,32.6760694,-117.0429163,Thu,Thu,south,,,,,,,,
211,342,342 SYS,0342 SYS,2883 Keen Drive,32.67063078,-117.0480215,Thu,Thu,south,,,,,,,,
212,299,299 SYS,0299 SYS,Avenida De Las Vistas & Vista San Rafael,32.5834489,-117.013809,Thu,Thu,south,,,,,,,,
213,200,200 SYS,0200 SYS,Otay Mesa Road & Beyer Blvd,32.55824083,-117.0407649,Thu,Thu,south,,,,,,,,
214,306,306 SYS,0306 SYS,1332 Kenalan Drive,32.57267286,-117.0488322,Thu,Thu,south,,,,,,,,
216,302,302 SYS,0302 SYS,4610 Pacific Riviera Way,32.57027258,-117.0352599,Thu,Thu,south,,,,,,,,
217,300,300 SYS,0300 SYS,5368 Topsail Drive,32.58857104,-117.0151129,Thu,Thu,south,,required,,,,,,
218,265,265 SYS,0265 SYS,2049 Haller Street,32.72693875,-117.1139596,Thu,Thu,central 2,,,,,,,,
219,1,1 SYS,0001 SYS,10710 Scripps Lake Drive,32.912,-117.09903,Thu,Thu,central 1,plant,required,,,,,,
220,3,3 SYS,0003 SYS,10710 Scripps Lake Drive,32.912,-117.09903,Thu,Thu,central 1,plant,required,,,,,,
221,5,5 SYS,0005 SYS,10710 Scripps Lake Drive,32.912,-117.09903,Thu,Thu,central 1,plant,required,,,,,,
222,81,81 SYS,0081 SYS,5540 Kiowa Drive,32.78025,-117.04656,Thu,Thu,south,plant,required,,,,,,
223,82,82 SYS,0082 SYS,5540 Kiowa Drive,32.78053,-117.04553,Thu,Thu,south,plant,required,,,,,,
224,85,85 SYS,0085 SYS,5540 Kiowa Drive,32.78053,-117.04553,Thu,Thu,south,plant,required,,,,,,
225,87,87 SYS,0087 SYS,5540 Kiowa Drive,32.78053,-117.04553,Thu,Thu,south,plant,required,,,,,,
226,88,88 SYS,0088 SYS,5540 Kiowa Drive,32.78053,-117.04553,Thu,Thu,south,plant,required,,,,,,
227,90,90 SYS,0090 SYS,5540 Kiowa Drive,32.78016,-117.04094,Thu,Thu,south,plant,required,,,,,,
228,91,91 SYS,0091 SYS,5540 Kiowa Drive,32.78016,-117.04094,Thu,Thu,south,plant,required,,,,,,
229,92,92 SYS,0092 SYS,1500 Wueste Road,32.60697,-116.93268,Thu,Thu,south,plant,required,,,,,,
230,95,95 SYS,0095 SYS,1500 Wueste Road,32.60697,-116.93268,Thu,Thu,south,plant,required,,,,,,
232,99 SYS MID,99 SYS,0099 SYS,1500 Wueste Road,32.60697,-116.93268,Thu,Thu,south,plant,required,,,,,,
