,FAC_NAME,site_match,FAC_SEQ_NUM,FAC_TYP_CD,FACTYPDESC,INFRASTRUC,PRESSR_ZN_NM,PRESSR_ZN_QTY,SIZE_NUM,SMPL_TYP_CD,FEED_SRC_NM,MAPNG_STAT_CD,FNCTNL_CD,OWNERSHIP_CD,OWNERSHIP_CD_DESC,STRT_ADDR_TYP_CD,DIV_MAINT_BY_CD,DIV_DESC,INTERCEPTOR_IND,STA_PRIM_NUM,STA_SCNDRY_NUM,ACTL_INST_DT_IND,INST_DT,LOCN_DESC_TXT,OLD_SPLASH1_DWO_ID,OLD_SPLASH1_WORK_ORDR_ID,GPS_SURVEYOR_IND,GPS_X_COORD_NUM,GPS_Y_COORD_NUM,FAC_STAT_CD,MAP_ID,FLD_BK_PAGE_NUM,FLD_BK_GRID_NUM,THOMAS_BROTHERS_CD,STRT_NUM,STRT_PREDIR_CD,STRT_NM,STRT_SFX_CD,STRT_UNIT_NUM,STRT_GATED_COMNTY_IND,NAD83E_NUM,NAD83N_NUM,NAD27E_NUM,NAD27N_NUM,OLD_FAC_SEQ_NUM,SENSITIVE_LAND_IND,GEOMETRY_ORIENTATION,DRAWG_NUM,DRAWG_SHEET_NUM,DRAWG_TYP_CD,DRAWG_TYP_CD_DESC,IAMFLOC,SAPOBJNR
204,63A SYS,TRUE,5550616,SLOC,SAMPLE LOCATION,W,SCRIPPS VALLEY,850,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,9930 AVIARY DR,NA,NA,N,0,0,A,484,J05S,1,1209G5,9930,,AVIARY,DR,,NA,6300398.501,1909472.625,1739014.283,269028.6247,NA,N,80.4,NA,NA,,NA,UW-WS-TRN-SLOC-S308,IF?0100000000000140756
207,128 SYS,TRUE,543777,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,FIRETHORN ST/PALM AV; SAMPLE STANCHION,NA,1,N,0,0,A,211,M34S,2,1330G7,0,,,,,NA,6318580.984,1793137.234,1757196.857,152693.2343,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S125,IF?0100000000000143486
208,200 SYS,TRUE,543903,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,OTAY MESA RD/BEYER BL,NA,NA,N,0,0,A,292,M36S,4,1350G3,4312,,OTAY MESA,RD,,NA,6317883.629,1784105.735,1756499.498,143661.7349,NA,N,88.7,NA,NA,,NA,UW-WS-TRN-SLOC-S126,IF?0100000000000143567
210,95 SYS,TRUE,5207900,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,23,OTAY PLANT/RESERVOIRS -23,N,0,0,N,,OTAY EFFLUENT AT FILTRATION PLANT,NA,1,N,0,0,A,445,R32S,3,1332A3,0,,,,,NA,6351493.107,1801692.28,1790109.144,161248.2802,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S196,IF?0100000000000141685
211,92 SYS,TRUE,5207901,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,23,OTAY PLANT/RESERVOIRS -23,N,0,0,N,,OTAY INFLUENT AT FILTRATION PLANT,NA,1,N,0,0,A,446,R32S,3,1332A3,0,,,,,NA,6351502.953,1801666.024,1790118.99,161222.0236,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S197,IF?0100000000000141780
213,293 SYS,TRUE,5483587,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,4927 OCEAN VIEW HILLS PY,NA,NA,N,0,0,A,279,N34S,4,1330J7,0,,,,,NA,6322708.054,1792387.238,1761323.948,151943.2375,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S244,IF?0100000000000141207
214,96 SYS,TRUE,5542650,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,OTAY CLEARWELL,NA,NA,N,0,0,A,574,R32S,3,1332A3,0,,,,,NA,6351327.32,1801366.365,1789943.356,160922.3648,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S306,IF?0100000000000140644
215,99 SYS,TRUE,5542651,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,OTAY CLEARWELL,NA,NA,N,0,0,A,575,R32S,3,1332A3,0,,,,,NA,6351555.459,1801371.831,1790171.497,160927.8307,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S307,IF?0100000000000140704
219,10 SYS,TRUE,5485690,SLOC,SAMPLE LOCATION,W,SOLEDAD MUIRLANDS,725,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,LA JOLLA VIEW DISTRIBUTION RESERVOIR,NA,NA,N,0,0,A,759,B10S,4,1227G7,0,,,,,NA,6251074.967,1887719.37,1689690.503,247275.3701,NA,Y,2.08,NA,NA,,NA,UW-WS-TRN-SLOC-S245,IF?0100000000000141268
222,315A SYS,TRUE,5586104,SLOC,SAMPLE LOCATION,W,SOLEDAD MUIRLANDS,725,0,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,SOLEDAD & BAHIA,NA,NA,N,0,0,A,631,C12S,4,1248A3,0,,,,,NA,6257225,1879220.125,1695840.566,238776.1247,NA,N,-118.14,NA,NA,,NA,UW-WS-TRN-SLOC-S330,IF?0100000000000140832
223,184 SYS,TRUE,5205425,SLOC,SAMPLE LOCATION,W,SOUTH CREEK,815,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 12170 SPRINGHURST DR,NA,NA,N,0,0,A,621,K01S,6,1190A7,12170,,SPRINGHURST,DR,,NA,6308748.094,1922564.275,1747363.918,282120.2749,NA,Y,84.4,NA,NA,,NA,UW-WS-TRN-SLOC-S162,IF?0100000000000141913
225,323 SYS,TRUE,5565670,SLOC,SAMPLE LOCATION,W,STOCKWOOD,925,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,17,61.22,N,?2?/?3?/?15? ?4?:?00? ?PM,FIELD VERIFY LOCATION,NA,NA,N,0,0,A,246,M03S,2,1.21E+05,11469,,STONECROFT,TR,,NA,6318701.604,1916883.973,1757317.478,276439.9731,NA,Y,9.94,31800,5,D,NA,UW-WS-TRN-SLOC-S322,IF?0100000000000140604
226,329 SYS,TRUE,5558873,SLOC,SAMPLE LOCATION,W,STONEBRIDGE,1135,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,,,N,0,0,N,,14644 1/2 OLD CREEK RD,NA,NA,N,0,0,A,372,N03S,1,1210G1,14644,,OLD CREEK,RD,,NA,6323602.927,1917517.139,1762218.825,277073.1391,NA,Y,12.02,NA,NA,,NA,UW-WS-TRN-SLOC-S315,IF?0100000000000140769
227,328 SYS,TRUE,5564262,SLOC,SAMPLE LOCATION,W,SYCAMORE ESTATES,1250,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,14800 STONEBRIDGE PKWY,NA,NA,N,0,0,A,129,O03S,1,1210J1,14800,,STONEBRIDGE,PY,,NA,6329239.744,1917864.852,1767855.67,277420.8524,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S319,IF?0100000000000140676
228,225 SYS,TRUE,539831,SLOC,SAMPLE LOCATION,W,SYCAMORE HILLS,1050,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,10314 RUE CHANTEMAR  SAMPLE STANCHION,NA,NA,N,0,0,A,86,L05S,1,1210C4,10314,,RUE CHANTEMAR,,,NA,6311646.112,1910211.483,1750261.95,269767.4829,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S114,IF?0100000000000142377
229,182 SYS,TRUE,5205423,SLOC,SAMPLE LOCATION,W,TIERRASANTA,752,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,6475 ANTIGUA BLVD. SAMPLE STANCHION,NA,NA,N,0,0,A,681,J11S,3,1229J7,6475,,ANTIGUA,BL,,NA,6303554.905,1885201.047,1742170.703,244757.0466,NA,Y,-161.54,NA,NA,,NA,UW-WS-TRN-SLOC-S160,IF?0100000000000141996
230,77A SYS,TRUE,5483586,SLOC,SAMPLE LOCATION,W,TIERRASANTA,752,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,PALABRA CR AND RUEDA DR,NA,1,N,0,0,A,357,K12S,2,1250A2,0,,,,,NA,6306845.499,1880625.374,1745461.313,240181.374,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S243,IF?0100000000000141555
231,214 SYS,TRUE,537849,SLOC,SAMPLE LOCATION,W,TIERRASANTA NORTE,900,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,"4711 SEDA DR (BETWEEN VIA DOMINIQUE & RENOVO WAY)  SAMPLE STANCHION,",NA,NA,N,0,0,A,275,K12S,2,1250B1,4711,,SEDA,DR,,NA,6307289.501,1881290.627,1745905.318,240846.6266,NA,N,171.91,NA,NA,,NA,UW-WS-TRN-SLOC-S109,IF?0100000000000142625
232,264 SYS,TRUE,534706,SLOC,SAMPLE LOCATION,W,TIERRASANTA SUR,450,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,10460 VIACHA DR,NA,NA,N,0,0,A,114,J13S,5,1249H4,10460,,VIACHA,DR,,NA,6301367.999,1875642.126,1739983.786,235198.126,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S102,IF?0100000000000142586
233,222A SYS,TRUE,5503978,SLOC,SAMPLE LOCATION,W,TORREY PINES,330,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,3550 DUNHILL ST,NA,NA,N,0,0,A,709,C05S,3,1208A5,3520,,DUNHILL,ST,,NA,6260834.501,1909776.749,1699450.085,269332.7487,NA,N,-1.34,NA,NA,,NA,UW-WS-TRN-SLOC-S257,IF?0100000000000141248
234,53 SYS,TRUE,522622,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,2433 DENVER ST @ PUBLIC SCHOOL,NA,NA,N,0,0,A,490,E15S,4,1.25E+10,2433,,DENVER,ST,,NA,6268617.001,1867630.499,1707232.624,227186.4987,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S076,IF?0100000000000142022
236,174 SYS,TRUE,529848,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,3250 CAMINO DEL RIO NORTH; SAMPLE STANCHION,NA,NA,N,0,0,A,314,I16S,4,1269F1,3250,,CAM DEL RIO NORTH,,,NA,6293426.972,1863582.195,1732042.719,223138.1949,NA,Y,0.12,NA,NA,,NA,UW-WS-TRN-SLOC-S089,IF?0100000000000142450
237,140 SYS,TRUE,535925,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,45TH ST/IMPERIAL AV; SAMPLE STANCHION,NA,NA,N,0,0,A,451,J23S,2,1289J4,0,,,,,NA,6300741.211,1836924.885,1739356.994,196480.8852,NA,N,-0.79,NA,NA,,NA,UW-WS-TRN-SLOC-S104,IF?0100000000000142469
238,173 SYS,TRUE,542275,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,1,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,RANCHO HILLS DR/REO DR; LIBRARY/SAMPLE STANCHION,NA,NA,N,0,0,A,622,L26S,1,1310D1,0,,,,,NA,6312006.841,1825491.463,1750622.681,185047.4633,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S122,IF?0100000000000142241
241,333 SYS,TRUE,5564263,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 1329 GERTRUDE ST,NA,NA,N,0,0,A,805,E17S,1,1.27E+05,2433,,DENVER,ST,,NA,6269066.001,1862196.25,1707681.626,221752.25,NA,N,10.45,NA,NA,,NA,UW-WS-TRN-SLOC-S320,IF?0100000000000140727
242,265 SYS,TRUE,533041,SLOC,SAMPLE LOCATION,W,WABASH MESA,355,0.75,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,2050 HALLER ST,NA,NA,N,0,0,A,616,I21S,2,1289G1,2023,,HALLER,ST,,NA,6295912.999,1845411.624,1734528.758,204967.624,NA,N,62.86,NA,NA,,NA,UW-WS-TRN-SLOC-S095,IF?0100000000000142508
244,11 SYS,TRUE,5485692,SLOC,SAMPLE LOCATION,W,,0,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,7269 ENCELIA DR,NA,NA,N,0,0,A,760,B10S,4,1227H7,0,,,,,NA,6252079.272,1887421.932,1690694.812,246977.9324,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S247,IF?0100000000000141423
245,110 SYS,TRUE,5485693,SLOC,SAMPLE LOCATION,W,,0,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,8711 LAKE ASHMERE DR,NA,NA,N,0,0,A,789,N14S,6,1251A5,0,,,,,NA,6327963.999,1871296.499,1766579.919,230852.4993,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S248,IF?0100000000000141479
246,112 SYS,TRUE,5485694,SLOC,SAMPLE LOCATION,W,,0,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,5832 ROCKHURST COURT,NA,NA,N,0,0,A,648,L15S,5,1250D7,0,,,,,NA,6312591.88,1867049.419,1751207.723,226605.4193,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S249,IF?0100000000000141218
247,13 SYS,TRUE,5485695,SLOC,SAMPLE LOCATION,W,,0,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,ACROSS ROM 13564 CALVADOS PL,NA,NA,N,0,0,A,574,K02N,5,1190A3,0,,,,,NA,6307756.335,1932102.451,1746372.154,291658.4508,NA,Y,-0.38,NA,NA,,NA,UW-WS-TRN-SLOC-S250,IF?0100000000000141304
248,14 SYS,TRUE,5485696,SLOC,SAMPLE LOCATION,W,,0,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,6799 LA JOLLA SCENIC DR,NA,NA,N,0,0,A,675,B11S,3,1227J7,0,,,,,NA,6254917.129,1886129.232,1693532.684,245685.2323,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S251,IF?0100000000000141340
249,15 SYS,TRUE,5485697,SLOC,SAMPLE LOCATION,W,,0,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,1061 CATALINA BL,NA,NA,N,0,0,A,959,B21S,3,1288A2,0,,,,,NA,6256006.362,1844920.377,1694621.922,204476.3773,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S252,IF?0100000000000141282
250,16 SYS,TRUE,5486931,SLOC,SAMPLE LOCATION,W,,0,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,201 CATALINA BL,NA,NA,N,0,0,A,346,B22S,5,1287J4,0,,,,,NA,6254338.501,1838849.875,1692954.052,198405.8753,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S253,IF?0100000000000141314
251,335 SYS,TRUE,5507376,SLOC,SAMPLE LOCATION,W,,0,1,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,D,WATER DISTRIBUTION,N,182,37.31,Y,?2?/?19?/?07? ?4?:?00? ?PM,,NA,NA,N,0,0,A,1,O03S,1,1210J1,14800,,STONEBRIDGE,PY,,NA,6329057.943,1917766.88,1767673.868,277322.8799,NA,Y,0,32518,5,D,NA,UW-WS-TRN-SLOC-S276,IF?0100000000000141255
259,132 SYS,TRUE,5558875,SLOC,SAMPLE LOCATION,W,,0,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,,,N,0,0,N,,480 SOUTH MEADOWBROOK DR,NA,NA,N,0,0,A,346,N23S,4,1290H5,14644,,OLD CREEK,RD,,NA,6322826.053,1834571.204,1761441.947,194127.2041,NA,N,36.07,NA,NA,,NA,UW-WS-TRN-SLOC-S316,IF?0100000000000140536
